Time	U1	Uc1	I2	U2
0.104400	-4.400000	-2.923448	-0.000866	0.439273
0.104500	-4.500000	-3.024059	-0.000884	0.435907
0.104600	-4.600000	-3.124668	-0.000903	0.432471
0.104700	-4.700000	-3.225277	-0.000921	0.428964
0.104800	-4.800000	-3.325886	-0.000939	0.425388
0.104900	-4.900000	-3.426494	-0.000957	0.421742
0.105000	-5.000000	-3.527100	-0.000975	0.418027
0.105100	-5.100000	-3.627707	-0.000993	0.414243
0.105200	-5.200000	-3.728312	-0.001011	0.410389
0.105300	-5.300000	-3.828916	-0.001029	0.406467
0.105400	-5.400000	-3.929519	-0.001046	0.402476
0.105500	-5.500000	-4.030121	-0.001064	0.398417
0.105600	-5.600000	-4.130722	-0.001082	0.394290
0.105700	-5.700000	-4.231321	-0.001099	0.390095
0.105800	-5.800000	-4.331920	-0.001117	0.385833
0.105900	-5.900000	-4.432517	-0.001134	0.381503
0.106000	-6.000000	-4.533112	-0.001152	0.377106
0.106100	-6.100000	-4.633707	-0.001169	0.372643
0.106200	-6.200000	-4.734299	-0.001187	0.368112
0.106300	-6.300000	-4.834891	-0.001204	0.363516
0.106400	-6.400000	-4.935480	-0.001221	0.358853
0.106500	-6.500000	-5.036068	-0.001238	0.354124
0.106600	-6.600000	-5.136654	-0.001255	0.349330
0.106700	-6.700000	-5.237239	-0.001272	0.344471
0.106800	-6.800000	-5.337822	-0.001289	0.339547
0.106900	-6.900000	-5.438403	-0.001306	0.334557
0.107000	-7.000000	-5.538983	-0.001322	0.329504
0.107100	-7.100000	-5.639560	-0.001339	0.324386
0.107200	-7.200000	-5.740136	-0.001356	0.319204
0.107300	-7.300000	-5.840709	-0.001372	0.313959
0.107400	-7.400000	-5.941281	-0.001388	0.308650
0.107500	-7.500000	-6.041851	-0.001405	0.303279
0.107600	-7.600000	-6.142419	-0.001421	0.297844
0.107700	-7.700000	-6.242984	-0.001437	0.292347
0.107800	-7.800000	-6.343548	-0.001453	0.286788
0.107900	-7.900000	-6.444109	-0.001469	0.281167
0.108000	-8.000000	-6.544669	-0.001485	0.275484
0.108100	-8.100000	-6.645226	-0.001501	0.269741
0.108200	-8.200000	-6.745781	-0.001517	0.263936
0.108300	-8.300000	-6.846333	-0.001533	0.258070
0.108400	-8.400000	-6.946884	-0.001549	0.252145
0.108500	-8.500000	-7.047432	-0.001564	0.246159
0.108600	-8.600000	-7.147978	-0.001580	0.240113
0.108700	-8.700000	-7.248521	-0.001595	0.234009
0.108800	-8.800000	-7.349062	-0.001610	0.227845
0.108900	-8.900000	-7.449601	-0.001625	0.221622
0.109000	-9.000000	-7.550137	-0.001641	0.215341
0.109100	-9.100000	-7.650671	-0.001656	0.209002
0.109200	-9.200000	-7.751202	-0.001671	0.202605
0.109300	-9.300000	-7.851731	-0.001686	0.196151
0.109400	-9.400000	-7.952257	-0.001700	0.189640
0.109500	-9.500000	-8.052781	-0.001715	0.183072
0.109600	-9.600000	-8.153302	-0.001730	0.176447
0.109700	-9.700000	-8.253820	-0.001744	0.169767
0.109800	-9.800000	-8.354336	-0.001759	0.163031
0.109900	-9.900000	-8.454849	-0.001773	0.156239
0.110000	-10.000000	-8.555360	-0.001787	0.149393
0.110100	-9.900000	-8.649332	-0.001800	0.142493
0.110200	-9.800000	-8.730787	-0.001812	0.135546
0.110300	-9.700000	-8.800533	-0.001822	0.128557
0.110400	-9.600000	-8.859321	-0.001830	0.121534
0.110500	-9.500000	-8.907859	-0.001837	0.114482
0.110600	-9.400000	-8.946804	-0.001842	0.107407
0.110700	-9.300000	-8.976776	-0.001846	0.100313
0.110800	-9.200000	-8.998351	-0.001849	0.093207
0.110900	-9.100000	-9.012069	-0.001851	0.086091
0.111000	-9.000000	-9.018437	-0.001851	0.078971
0.111100	-8.900000	-9.017928	-0.001851	0.071851
0.111200	-8.800000	-9.010983	-0.001850	0.064734
0.111300	-8.700000	-8.998018	-0.001847	0.057623
0.111400	-8.600000	-8.979419	-0.001844	0.050523
0.111500	-8.500000	-8.955549	-0.001840	0.043437
0.111600	-8.400000	-8.926748	-0.001836	0.036367
0.111700	-8.300000	-8.893332	-0.001831	0.029316
0.111800	-8.200000	-8.855598	-0.001825	0.022287
0.111900	-8.100000	-8.813825	-0.001818	0.015282
0.112000	-8.000000	-8.768273	-0.001811	0.008304
0.112100	-7.900000	-8.719183	-0.001803	0.001354
0.112200	-7.800000	-8.666785	-0.001795	-0.005564
0.112300	-7.700000	-8.611290	-0.001786	-0.012450
0.112400	-7.600000	-8.552898	-0.001777	-0.019301
0.112500	-7.500000	-8.491796	-0.001767	-0.026115
0.112600	-7.400000	-8.428157	-0.001757	-0.032891
0.112700	-7.300000	-8.362145	-0.001746	-0.039627
0.112800	-7.200000	-8.293913	-0.001735	-0.046323
0.112900	-7.100000	-8.223603	-0.001724	-0.052975
0.113000	-7.000000	-8.151349	-0.001712	-0.059584
0.113100	-6.900000	-8.077275	-0.001701	-0.066148
0.113200	-6.800000	-8.001500	-0.001688	-0.072665
0.113300	-6.700000	-7.924132	-0.001676	-0.079135
0.113400	-6.600000	-7.845273	-0.001663	-0.085556
0.113500	-6.500000	-7.765020	-0.001650	-0.091927
0.113600	-6.400000	-7.683462	-0.001637	-0.098249
0.113700	-6.300000	-7.600683	-0.001623	-0.104518
0.113800	-6.200000	-7.516761	-0.001610	-0.110736
0.113900	-6.100000	-7.431771	-0.001596	-0.116900
0.114000	-6.000000	-7.345780	-0.001582	-0.123010
0.114100	-5.900000	-7.258852	-0.001567	-0.129065
0.114200	-5.800000	-7.171049	-0.001553	-0.135066
0.114300	-5.700000	-7.082426	-0.001538	-0.141010
0.114400	-5.600000	-6.993036	-0.001523	-0.146897
0.114500	-5.500000	-6.902928	-0.001508	-0.152727
0.114600	-5.400000	-6.812148	-0.001493	-0.158499
0.114700	-5.300000	-6.720739	-0.001478	-0.164213
0.114800	-5.200000	-6.628743	-0.001462	-0.169867
0.114900	-5.100000	-6.536195	-0.001447	-0.175462
0.115000	-5.000000	-6.443133	-0.001431	-0.180997
0.115100	-4.900000	-6.349588	-0.001415	-0.186471
0.115200	-4.800000	-6.255592	-0.001399	-0.191884
0.115300	-4.700000	-6.161174	-0.001383	-0.197236
0.115400	-4.600000	-6.066360	-0.001367	-0.202526
0.115500	-4.500000	-5.971177	-0.001351	-0.207754
0.115600	-4.400000	-5.875647	-0.001335	-0.212919
0.115700	-4.300000	-5.779794	-0.001318	-0.218021
0.115800	-4.200000	-5.683637	-0.001302	-0.223059
0.115900	-4.100000	-5.587196	-0.001285	-0.228034
0.116000	-4.000000	-5.490490	-0.001268	-0.232945
0.116100	-3.900000	-5.393535	-0.001252	-0.237792
0.116200	-3.800000	-5.296347	-0.001235	-0.242574
0.116300	-3.700000	-5.198941	-0.001218	-0.247290
0.116400	-3.600000	-5.101331	-0.001201	-0.251942
0.116500	-3.500000	-5.003531	-0.001184	-0.256528
0.116600	-3.400000	-4.905551	-0.001167	-0.261048
0.116700	-3.300000	-4.807405	-0.001149	-0.265502
0.116800	-3.200000	-4.709101	-0.001132	-0.269890
0.116900	-3.100000	-4.610651	-0.001115	-0.274212
0.117000	-3.000000	-4.512064	-0.001097	-0.278466
0.117100	-2.900000	-4.413348	-0.001080	-0.282654
0.117200	-2.800000	-4.314512	-0.001063	-0.286774
0.117300	-2.700000	-4.215564	-0.001045	-0.290827
0.117400	-2.600000	-4.116510	-0.001027	-0.294813
0.117500	-2.500000	-4.017357	-0.001010	-0.298730
0.117600	-2.400000	-3.918111	-0.000992	-0.302580
0.117700	-2.300000	-3.818779	-0.000974	-0.306361
0.117800	-2.200000	-3.719366	-0.000956	-0.310074
0.117900	-2.100000	-3.619877	-0.000939	-0.313719
0.118000	-2.000000	-3.520317	-0.000921	-0.317294
0.118100	-1.900000	-3.420690	-0.000903	-0.320801
0.118200	-1.800000	-3.321000	-0.000885	-0.324240
0.118300	-1.700000	-3.221253	-0.000867	-0.327608
0.118400	-1.600000	-3.121450	-0.000849	-0.330908
0.118500	-1.500000	-3.021596	-0.000831	-0.334138
0.118600	-1.400000	-2.921695	-0.000813	-0.337299
0.118700	-1.300000	-2.821748	-0.000795	-0.340390
0.118800	-1.200000	-2.721759	-0.000776	-0.343411
0.118900	-1.100000	-2.621731	-0.000758	-0.346363
0.119000	-1.000000	-2.521665	-0.000740	-0.349244
0.119100	-0.900000	-2.421565	-0.000722	-0.352055
0.119200	-0.800000	-2.321433	-0.000704	-0.354797
0.119300	-0.700000	-2.221270	-0.000685	-0.357467
0.119400	-0.600000	-2.121078	-0.000667	-0.360068
0.119500	-0.500000	-2.020860	-0.000649	-0.362598
0.119600	-0.400000	-1.920617	-0.000630	-0.365057
0.119700	-0.300000	-1.820350	-0.000612	-0.367446
0.119800	-0.200000	-1.720061	-0.000593	-0.369764
0.119900	-0.100000	-1.619752	-0.000575	-0.372011
0.120000	0.000000	-1.519423	-0.000557	-0.374187
0.120100	0.100000	-1.419077	-0.000538	-0.376292
0.120200	0.200000	-1.318713	-0.000520	-0.378327
0.120300	0.300000	-1.218333	-0.000501	-0.380290
0.120400	0.400000	-1.117939	-0.000483	-0.382182
0.120500	0.500000	-1.017530	-0.000464	-0.384003
0.120600	0.600000	-0.917109	-0.000446	-0.385753
0.120700	0.700000	-0.816675	-0.000427	-0.387432
0.120800	0.800000	-0.716230	-0.000409	-0.389040
0.120900	0.900000	-0.615774	-0.000390	-0.390576
0.121000	1.000000	-0.515308	-0.000372	-0.392041
0.121100	1.100000	-0.414832	-0.000353	-0.393434
0.121200	1.200000	-0.314348	-0.000334	-0.394756
0.121300	1.300000	-0.213855	-0.000316	-0.396007
0.121400	1.400000	-0.113354	-0.000297	-0.397186
0.121500	1.500000	-0.012847	-0.000279	-0.398294
0.121600	1.600000	0.087668	-0.000260	-0.399330
0.121700	1.700000	0.188189	-0.000242	-0.400295
0.121800	1.800000	0.288716	-0.000223	-0.401189
0.121900	1.900000	0.389248	-0.000204	-0.402011
0.122000	2.000000	0.489786	-0.000186	-0.402762
0.122100	2.100000	0.590328	-0.000167	-0.403441
0.122200	2.200000	0.690875	-0.000149	-0.404049
0.122300	2.300000	0.791426	-0.000130	-0.404586
0.122400	2.400000	0.891981	-0.000112	-0.405051
0.122500	2.500000	0.992540	-0.000093	-0.405445
0.122600	2.600000	1.093102	-0.000075	-0.405767
0.122700	2.700000	1.193668	-0.000056	-0.406019
0.122800	2.800000	1.294236	-0.000038	-0.406199
0.122900	2.900000	1.394807	-0.000019	-0.406308
0.123000	3.000000	1.495381	-0.000001	-0.406345
0.123100	3.100000	1.595957	0.000018	-0.406312
0.123200	3.200000	1.696536	0.000036	-0.406207
0.123300	3.300000	1.797116	0.000055	-0.406032
0.123400	3.400000	1.897698	0.000073	-0.405785
0.123500	3.500000	1.998282	0.000092	-0.405468
0.123600	3.600000	2.098867	0.000110	-0.405079
0.123700	3.700000	2.199454	0.000129	-0.404620
0.123800	3.800000	2.300042	0.000147	-0.404090
0.123900	3.900000	2.400631	0.000165	-0.403490
0.124000	4.000000	2.501222	0.000184	-0.402819
0.124100	4.100000	2.601813	0.000202	-0.402077
0.124200	4.200000	2.702405	0.000220	-0.401265
0.124300	4.300000	2.802998	0.000239	-0.400383
0.124400	4.400000	2.903591	0.000257	-0.399431
0.124500	4.500000	3.004185	0.000275	-0.398408
0.124600	4.600000	3.104780	0.000293	-0.397315
0.124700	4.700000	3.205375	0.000311	-0.396153
0.124800	4.800000	3.305970	0.000330	-0.394920
0.124900	4.900000	3.406565	0.000348	-0.393618
0.125000	5.000000	3.507161	0.000366	-0.392246
0.125100	5.100000	3.607756	0.000384	-0.390804
0.125200	5.200000	3.708352	0.000402	-0.389293
0.125300	5.300000	3.808947	0.000420	-0.387713
0.125400	5.400000	3.909543	0.000438	-0.386063
0.125500	5.500000	4.010138	0.000456	-0.384345
0.125600	5.600000	4.110733	0.000474	-0.382557
0.125700	5.700000	4.211328	0.000492	-0.380701
0.125800	5.800000	4.311922	0.000509	-0.378776
0.125900	5.900000	4.412516	0.000527	-0.376782
0.126000	6.000000	4.513110	0.000545	-0.374720
0.126100	6.100000	4.613703	0.000563	-0.372590
0.126200	6.200000	4.714295	0.000580	-0.370392
0.126300	6.300000	4.814887	0.000598	-0.368125
0.126400	6.400000	4.915478	0.000616	-0.365791
0.126500	6.500000	5.016069	0.000633	-0.363389
0.126600	6.600000	5.116659	0.000651	-0.360920
0.126700	6.700000	5.217248	0.000668	-0.358383
0.126800	6.800000	5.317836	0.000686	-0.355779
0.126900	6.900000	5.418423	0.000703	-0.353108
0.127000	7.000000	5.519010	0.000721	-0.350370
0.127100	7.100000	5.619595	0.000738	-0.347565
0.127200	7.200000	5.720180	0.000755	-0.344694
0.127300	7.300000	5.820764	0.000772	-0.341757
0.127400	7.400000	5.921346	0.000790	-0.338753
0.127500	7.500000	6.021928	0.000807	-0.335684
0.127600	7.600000	6.122508	0.000824	-0.332548
0.127700	7.700000	6.223088	0.000841	-0.329347
0.127800	7.800000	6.323666	0.000858	-0.326081
0.127900	7.900000	6.424243	0.000875	-0.322749
0.128000	8.000000	6.524818	0.000892	-0.319353
0.128100	8.100000	6.625393	0.000908	-0.315891
0.128200	8.200000	6.725966	0.000925	-0.312365
0.128300	8.300000	6.826538	0.000942	-0.308774
0.128400	8.400000	6.927108	0.000959	-0.305120
0.128500	8.500000	7.027677	0.000975	-0.301401
0.128600	8.600000	7.128245	0.000992	-0.297619
0.128700	8.700000	7.228811	0.001008	-0.293773
0.128800	8.800000	7.329376	0.001025	-0.289863
0.128900	8.900000	7.429939	0.001041	-0.285891
0.129000	9.000000	7.530501	0.001057	-0.281856
0.129100	9.100000	7.631061	0.001074	-0.277758
0.129200	9.200000	7.731620	0.001090	-0.273597
0.129300	9.300000	7.832176	0.001106	-0.269375
0.129400	9.400000	7.932732	0.001122	-0.265090
0.129500	9.500000	8.033285	0.001138	-0.260744
0.129600	9.600000	8.133837	0.001154	-0.256336
0.129700	9.700000	8.234387	0.001170	-0.251867
0.129800	9.800000	8.334936	0.001186	-0.247338
0.129900	9.900000	8.435482	0.001201	-0.242747
0.130000	10.000000	8.536027	0.001217	-0.238096
0.130100	9.900000	8.630034	0.001232	-0.233386
0.130200	9.800000	8.711526	0.001245	-0.228623
0.130300	9.700000	8.781308	0.001256	-0.223813
0.130400	9.600000	8.840135	0.001266	-0.218962
0.130500	9.500000	8.888711	0.001274	-0.214076
0.130600	9.400000	8.927696	0.001281	-0.209162
0.130700	9.300000	8.957708	0.001287	-0.204222
0.130800	9.200000	8.979324	0.001291	-0.199264
0.130900	9.100000	8.993085	0.001295	-0.194290
0.131000	9.000000	8.999496	0.001297	-0.189305
0.131100	8.900000	8.999030	0.001298	-0.184313
0.131200	8.800000	8.992130	0.001299	-0.179318
0.131300	8.700000	8.979210	0.001298	-0.174323
0.131400	8.600000	8.960658	0.001297	-0.169332
0.131500	8.500000	8.936835	0.001295	-0.164346
0.131600	8.400000	8.908082	0.001292	-0.159371
0.131700	8.300000	8.874715	0.001289	-0.154407
0.131800	8.200000	8.837031	0.001285	-0.149458
0.131900	8.100000	8.795309	0.001280	-0.144526
0.132000	8.000000	8.749807	0.001275	-0.139614
0.132100	7.900000	8.700770	0.001269	-0.134722
0.132200	7.800000	8.648425	0.001262	-0.129854
0.132300	7.700000	8.592984	0.001256	-0.125011
0.132400	7.600000	8.534647	0.001248	-0.120196
0.132500	7.500000	8.473600	0.001241	-0.115409
0.132600	7.400000	8.410018	0.001233	-0.110652
0.132700	7.300000	8.344063	0.001224	-0.105926
0.132800	7.200000	8.275889	0.001216	-0.101234
0.132900	7.100000	8.205637	0.001206	-0.096577
0.133000	7.000000	8.133443	0.001197	-0.091954
0.133100	6.900000	8.059429	0.001187	-0.087369
0.133200	6.800000	7.983715	0.001177	-0.082822
0.133300	6.700000	7.906409	0.001167	-0.078313
0.133400	6.600000	7.827613	0.001157	-0.073845
0.133500	6.500000	7.747423	0.001146	-0.069417
0.133600	6.400000	7.665929	0.001135	-0.065031
0.133700	6.300000	7.583215	0.001124	-0.060688
0.133800	6.200000	7.499360	0.001112	-0.056388
0.133900	6.100000	7.414435	0.001101	-0.052132
0.134000	6.000000	7.328512	0.001089	-0.047921
0.134100	5.900000	7.241652	0.001077	-0.043755
0.134200	5.800000	7.153918	0.001065	-0.039636
0.134300	5.700000	7.065364	0.001053	-0.035563
0.134400	5.600000	6.976045	0.001040	-0.031538
0.134500	5.500000	6.886008	0.001028	-0.027560
0.134600	5.400000	6.795300	0.001015	-0.023631
0.134700	5.300000	6.703964	0.001003	-0.019750
0.134800	5.200000	6.612040	0.000990	-0.015919
0.134900	5.100000	6.519567	0.000977	-0.012137
0.135000	5.000000	6.426579	0.000964	-0.008406
0.135100	4.900000	6.333110	0.000950	-0.004725
0.135200	4.800000	6.239190	0.000937	-0.001095
0.135300	4.700000	6.144849	0.000924	0.002484
0.135400	4.600000	6.050113	0.000910	0.006011
0.135500	4.500000	5.955008	0.000897	0.009486
0.135600	4.400000	5.859557	0.000883	0.012909
0.135700	4.300000	5.763783	0.000869	0.016279
0.135800	4.200000	5.667706	0.000856	0.019596
0.135900	4.100000	5.571347	0.000842	0.022860
0.136000	4.000000	5.474722	0.000828	0.026071
0.136100	3.900000	5.377849	0.000814	0.029229
0.136200	3.800000	5.280745	0.000800	0.032332
0.136300	3.700000	5.183423	0.000786	0.035381
0.136400	3.600000	5.085897	0.000772	0.038377
0.136500	3.500000	4.988182	0.000757	0.041317
0.136600	3.400000	4.890288	0.000743	0.044203
0.136700	3.300000	4.792228	0.000729	0.047034
0.136800	3.200000	4.694012	0.000715	0.049810
0.136900	3.100000	4.595650	0.000700	0.052531
0.137000	3.000000	4.497151	0.000686	0.055196
0.137100	2.900000	4.398524	0.000671	0.057806
0.137200	2.800000	4.299778	0.000657	0.060360
0.137300	2.700000	4.200919	0.000642	0.062858
0.137400	2.600000	4.101956	0.000628	0.065300
0.137500	2.500000	4.002894	0.000613	0.067686
0.137600	2.400000	3.903741	0.000598	0.070016
0.137700	2.300000	3.804502	0.000584	0.072290
0.137800	2.200000	3.705182	0.000569	0.074507
0.137900	2.100000	3.605787	0.000554	0.076667
0.138000	2.000000	3.506321	0.000540	0.078771
0.138100	1.900000	3.406789	0.000525	0.080818
0.138200	1.800000	3.307195	0.000510	0.082809
0.138300	1.700000	3.207544	0.000495	0.084742
0.138400	1.600000	3.107838	0.000480	0.086618
0.138500	1.500000	3.008082	0.000466	0.088437
0.138600	1.400000	2.908278	0.000451	0.090200
0.138700	1.300000	2.808430	0.000436	0.091904
0.138800	1.200000	2.708540	0.000421	0.093552
0.138900	1.100000	2.608611	0.000406	0.095142
0.139000	1.000000	2.508646	0.000391	0.096675
0.139100	0.900000	2.408647	0.000376	0.098150
0.139200	0.800000	2.308615	0.000361	0.099568
0.139300	0.700000	2.208554	0.000346	0.100928
0.139400	0.600000	2.108465	0.000331	0.102231
0.139500	0.500000	2.008349	0.000316	0.103476
0.139600	0.400000	1.908209	0.000301	0.104663
0.139700	0.300000	1.808047	0.000286	0.105793
0.139800	0.200000	1.707862	0.000271	0.106865
0.139900	0.100000	1.607658	0.000256	0.107879
0.140000	-0.000000	1.507434	0.000241	0.108836
0.140100	-0.100000	1.407193	0.000226	0.109735
0.140200	-0.200000	1.306936	0.000211	0.110575
0.140300	-0.300000	1.206663	0.000196	0.111359
0.140400	-0.400000	1.106376	0.000181	0.112084
0.140500	-0.500000	1.006075	0.000166	0.112751
0.140600	-0.600000	0.905762	0.000151	0.113361
0.140700	-0.700000	0.805437	0.000136	0.113913
0.140800	-0.800000	0.705100	0.000121	0.114407
0.140900	-0.900000	0.604754	0.000106	0.114844
0.141000	-1.000000	0.504398	0.000091	0.115222
0.141100	-1.100000	0.404033	0.000076	0.115543
0.141200	-1.200000	0.303659	0.000061	0.115806
0.141300	-1.300000	0.203278	0.000046	0.116012
0.141400	-1.400000	0.102889	0.000031	0.116159
0.141500	-1.500000	0.002493	0.000016	0.116250
0.141600	-1.600000	-0.097909	0.000001	0.116282
0.141700	-1.700000	-0.198317	-0.000014	0.116257
0.141800	-1.800000	-0.298730	-0.000029	0.116174
0.141900	-1.900000	-0.399149	-0.000044	0.116034
0.142000	-2.000000	-0.499573	-0.000059	0.115836
0.142100	-2.100000	-0.600001	-0.000074	0.115581
0.142200	-2.200000	-0.700433	-0.000089	0.115269
0.142300	-2.300000	-0.800869	-0.000104	0.114899
0.142400	-2.400000	-0.901308	-0.000118	0.114472
0.142500	-2.500000	-1.001751	-0.000133	0.113987
0.142600	-2.600000	-1.102197	-0.000148	0.113446
0.142700	-2.700000	-1.202646	-0.000163	0.112847
0.142800	-2.800000	-1.303098	-0.000178	0.112191
0.142900	-2.900000	-1.403551	-0.000193	0.111479
0.143000	-3.000000	-1.504008	-0.000207	0.110709
0.143100	-3.100000	-1.604466	-0.000222	0.109883
0.143200	-3.200000	-1.704926	-0.000237	0.109000
0.143300	-3.300000	-1.805387	-0.000252	0.108060
0.143400	-3.400000	-1.905851	-0.000266	0.107064
0.143500	-3.500000	-2.006315	-0.000281	0.106011
0.143600	-3.600000	-2.106781	-0.000296	0.104901
0.143700	-3.700000	-2.207248	-0.000310	0.103736
0.143800	-3.800000	-2.307716	-0.000325	0.102514
0.143900	-3.900000	-2.408185	-0.000340	0.101236
0.144000	-4.000000	-2.508655	-0.000354	0.099901
0.144100	-4.100000	-2.609125	-0.000369	0.098511
0.144200	-4.200000	-2.709596	-0.000383	0.097065
0.144300	-4.300000	-2.810068	-0.000398	0.095564
0.144400	-4.400000	-2.910540	-0.000412	0.094006
0.144500	-4.500000	-3.011012	-0.000427	0.092393
0.144600	-4.600000	-3.111484	-0.000441	0.090725
0.144700	-4.700000	-3.211957	-0.000455	0.089001
0.144800	-4.800000	-3.312429	-0.000470	0.087222
0.144900	-4.900000	-3.412902	-0.000484	0.085388
0.145000	-5.000000	-3.513374	-0.000498	0.083499
0.145100	-5.100000	-3.613847	-0.000513	0.081555
0.145200	-5.200000	-3.714319	-0.000527	0.079557
0.145300	-5.300000	-3.814791	-0.000541	0.077504
0.145400	-5.400000	-3.915263	-0.000555	0.075396
0.145500	-5.500000	-4.015734	-0.000569	0.073235
0.145600	-5.600000	-4.116205	-0.000583	0.071019
0.145700	-5.700000	-4.216675	-0.000597	0.068748
0.145800	-5.800000	-4.317145	-0.000611	0.066425
0.145900	-5.900000	-4.417614	-0.000625	0.064047
0.146000	-6.000000	-4.518083	-0.000639	0.061615
0.146100	-6.100000	-4.618551	-0.000653	0.059131
0.146200	-6.200000	-4.719019	-0.000667	0.056593
0.146300	-6.300000	-4.819485	-0.000681	0.054001
0.146400	-6.400000	-4.919951	-0.000694	0.051357
0.146500	-6.500000	-5.020416	-0.000708	0.048660
0.146600	-6.600000	-5.120880	-0.000722	0.045910
0.146700	-6.700000	-5.221344	-0.000735	0.043108
0.146800	-6.800000	-5.321806	-0.000749	0.040253
0.146900	-6.900000	-5.422268	-0.000763	0.037346
0.147000	-7.000000	-5.522728	-0.000776	0.034387
0.147100	-7.100000	-5.623188	-0.000790	0.031377
0.147200	-7.200000	-5.723646	-0.000803	0.028314
0.147300	-7.300000	-5.824103	-0.000816	0.025200
0.147400	-7.400000	-5.924560	-0.000830	0.022035
0.147500	-7.500000	-6.025015	-0.000843	0.018819
0.147600	-7.600000	-6.125469	-0.000856	0.015552
0.147700	-7.700000	-6.225922	-0.000869	0.012233
0.147800	-7.800000	-6.326373	-0.000882	0.008865
0.147900	-7.900000	-6.426824	-0.000895	0.005446
0.148000	-8.000000	-6.527273	-0.000909	0.001977
0.148100	-8.100000	-6.627720	-0.000921	-0.001543
0.148200	-8.200000	-6.728167	-0.000934	-0.005112
0.148300	-8.300000	-6.828612	-0.000947	-0.008730
0.148400	-8.400000	-6.929056	-0.000960	-0.012398
0.148500	-8.500000	-7.029498	-0.000973	-0.016116
0.148600	-8.600000	-7.129939	-0.000986	-0.019882
0.148700	-8.700000	-7.230378	-0.000998	-0.023697
0.148800	-8.800000	-7.330816	-0.001011	-0.027561
0.148900	-8.900000	-7.431253	-0.001023	-0.031472
0.149000	-9.000000	-7.531688	-0.001036	-0.035433
0.149100	-9.100000	-7.632121	-0.001048	-0.039441
0.149200	-9.200000	-7.732553	-0.001061	-0.043496
0.149300	-9.300000	-7.832983	-0.001073	-0.047600
0.149400	-9.400000	-7.933412	-0.001085	-0.051750
0.149500	-9.500000	-8.033839	-0.001097	-0.055948
0.149600	-9.600000	-8.134265	-0.001110	-0.060192
0.149700	-9.700000	-8.234689	-0.001122	-0.064483
0.149800	-9.800000	-8.335111	-0.001134	-0.068821
0.149900	-9.900000	-8.435531	-0.001146	-0.073204
0.150000	-10.000000	-8.535950	-0.001158	-0.077634
0.150100	-9.900000	-8.629831	-0.001169	-0.082108
0.150200	-9.800000	-8.711196	-0.001178	-0.086620
0.150300	-9.700000	-8.780853	-0.001185	-0.091165
0.150400	-9.600000	-8.839554	-0.001191	-0.095736
0.150500	-9.500000	-8.888004	-0.001196	-0.100327
0.150600	-9.400000	-8.926864	-0.001199	-0.104934
0.150700	-9.300000	-8.956750	-0.001201	-0.109550
0.150800	-9.200000	-8.978241	-0.001202	-0.114171
0.150900	-9.100000	-8.991877	-0.001202	-0.118794
0.151000	-9.000000	-8.998163	-0.001200	-0.123412
0.151100	-8.900000	-8.997572	-0.001198	-0.128024
0.151200	-8.800000	-8.990547	-0.001194	-0.132624
0.151300	-8.700000	-8.977503	-0.001190	-0.137210
0.151400	-8.600000	-8.958826	-0.001185	-0.141779
0.151500	-8.500000	-8.934879	-0.001179	-0.146326
0.151600	-8.400000	-8.906002	-0.001173	-0.150851
0.151700	-8.300000	-8.872511	-0.001166	-0.155349
0.151800	-8.200000	-8.834704	-0.001158	-0.159818
0.151900	-8.100000	-8.792858	-0.001150	-0.164256
0.152000	-8.000000	-8.747233	-0.001141	-0.168661
0.152100	-7.900000	-8.698073	-0.001131	-0.173030
0.152200	-7.800000	-8.645605	-0.001121	-0.177363
0.152300	-7.700000	-8.590041	-0.001111	-0.181656
0.152400	-7.600000	-8.531582	-0.001100	-0.185908
0.152500	-7.500000	-8.470413	-0.001089	-0.190117
0.152600	-7.400000	-8.406708	-0.001077	-0.194283
0.152700	-7.300000	-8.340632	-0.001065	-0.198403
0.152800	-7.200000	-8.272336	-0.001053	-0.202476
0.152900	-7.100000	-8.201963	-0.001040	-0.206501
0.153000	-7.000000	-8.129647	-0.001027	-0.210477
0.153100	-6.900000	-8.055513	-0.001014	-0.214402
0.153200	-6.800000	-7.979678	-0.001000	-0.218276
0.153300	-6.700000	-7.902252	-0.000987	-0.222097
0.153400	-6.600000	-7.823336	-0.000973	-0.225865
0.153500	-6.500000	-7.743027	-0.000958	-0.229579
0.153600	-6.400000	-7.661413	-0.000944	-0.233237
0.153700	-6.300000	-7.578580	-0.000929	-0.236839
0.153800	-6.200000	-7.494606	-0.000914	-0.240385
0.153900	-6.100000	-7.409563	-0.000899	-0.243873
0.154000	-6.000000	-7.323521	-0.000884	-0.247303
0.154100	-5.900000	-7.236544	-0.000869	-0.250675
0.154200	-5.800000	-7.148692	-0.000853	-0.253987
0.154300	-5.700000	-7.060021	-0.000838	-0.257239
0.154400	-5.600000	-6.970584	-0.000822	-0.260431
0.154500	-5.500000	-6.880431	-0.000806	-0.263563
0.154600	-5.400000	-6.789606	-0.000790	-0.266632
0.154700	-5.300000	-6.698154	-0.000774	-0.269640
0.154800	-5.200000	-6.606115	-0.000758	-0.272586
0.154900	-5.100000	-6.513527	-0.000742	-0.275470
0.155000	-5.000000	-6.420424	-0.000725	-0.278290
0.155100	-4.900000	-6.326840	-0.000709	-0.281047
0.155200	-4.800000	-6.232806	-0.000692	-0.283741
