Time	U1	Uc1	I2	U2
0.052000	8.000000	8.760793	0.001620	-0.206237
0.052100	7.900000	8.711782	0.001614	-0.200017
0.052200	7.800000	8.659463	0.001609	-0.193819
0.052300	7.700000	8.604048	0.001602	-0.187643
0.052400	7.600000	8.545736	0.001596	-0.181493
0.052500	7.500000	8.484714	0.001589	-0.175369
0.052600	7.400000	8.421156	0.001581	-0.169273
0.052700	7.300000	8.355224	0.001573	-0.163208
0.052800	7.200000	8.287073	0.001565	-0.157173
0.052900	7.100000	8.216844	0.001556	-0.151171
0.053000	7.000000	8.144671	0.001547	-0.145204
0.053100	6.900000	8.070679	0.001538	-0.139271
0.053200	6.800000	7.994986	0.001528	-0.133375
0.053300	6.700000	7.917700	0.001518	-0.127516
0.053400	6.600000	7.838924	0.001508	-0.121696
0.053500	6.500000	7.758753	0.001498	-0.115916
0.053600	6.400000	7.677278	0.001487	-0.110176
0.053700	6.300000	7.594582	0.001476	-0.104477
0.053800	6.200000	7.510744	0.001465	-0.098820
0.053900	6.100000	7.425837	0.001454	-0.093207
0.054000	6.000000	7.339930	0.001442	-0.087637
0.054100	5.900000	7.253086	0.001431	-0.082112
0.054200	5.800000	7.165367	0.001419	-0.076632
0.054300	5.700000	7.076829	0.001407	-0.071198
0.054400	5.600000	6.987523	0.001395	-0.065810
0.054500	5.500000	6.897500	0.001382	-0.060470
0.054600	5.400000	6.806805	0.001370	-0.055177
0.054700	5.300000	6.715482	0.001357	-0.049933
0.054800	5.200000	6.623571	0.001344	-0.044737
0.054900	5.100000	6.531109	0.001332	-0.039591
0.055000	5.000000	6.438132	0.001319	-0.034494
0.055100	4.900000	6.344674	0.001305	-0.029448
0.055200	4.800000	6.250764	0.001292	-0.024452
0.055300	4.700000	6.156432	0.001279	-0.019507
0.055400	4.600000	6.061705	0.001265	-0.014614
0.055500	4.500000	5.966608	0.001252	-0.009773
0.055600	4.400000	5.871165	0.001238	-0.004984
0.055700	4.300000	5.775399	0.001225	-0.000248
0.055800	4.200000	5.679329	0.001211	0.004436
0.055900	4.100000	5.582975	0.001197	0.009066
0.056000	4.000000	5.486356	0.001183	0.013642
0.056100	3.900000	5.389489	0.001169	0.018164
0.056200	3.800000	5.292388	0.001155	0.022633
0.056300	3.700000	5.195070	0.001140	0.027046
0.056400	3.600000	5.097549	0.001126	0.031405
0.056500	3.500000	4.999836	0.001112	0.035709
0.056600	3.400000	4.901945	0.001097	0.039957
0.056700	3.300000	4.803886	0.001083	0.044150
0.056800	3.200000	4.705671	0.001068	0.048287
0.056900	3.100000	4.607310	0.001054	0.052368
0.057000	3.000000	4.508811	0.001039	0.056393
0.057100	2.900000	4.410184	0.001024	0.060361
0.057200	2.800000	4.311437	0.001010	0.064272
0.057300	2.700000	4.212577	0.000995	0.068127
0.057400	2.600000	4.113612	0.000980	0.071924
0.057500	2.500000	4.014548	0.000965	0.075664
0.057600	2.400000	3.915391	0.000950	0.079347
0.057700	2.300000	3.816148	0.000935	0.082972
0.057800	2.200000	3.716824	0.000920	0.086539
0.057900	2.100000	3.617424	0.000905	0.090048
0.058000	2.000000	3.517953	0.000890	0.093499
0.058100	1.900000	3.418416	0.000874	0.096891
0.058200	1.800000	3.318816	0.000859	0.100225
0.058300	1.700000	3.219158	0.000844	0.103501
0.058400	1.600000	3.119445	0.000829	0.106718
0.058500	1.500000	3.019680	0.000813	0.109875
0.058600	1.400000	2.919868	0.000798	0.112974
0.058700	1.300000	2.820011	0.000783	0.116013
0.058800	1.200000	2.720112	0.000767	0.118994
0.058900	1.100000	2.620173	0.000752	0.121914
0.059000	1.000000	2.520197	0.000736	0.124776
0.059100	0.900000	2.420186	0.000721	0.127577
0.059200	0.800000	2.320144	0.000705	0.130319
0.059300	0.700000	2.220070	0.000690	0.133001
0.059400	0.600000	2.119968	0.000674	0.135623
0.059500	0.500000	2.019840	0.000658	0.138185
0.059600	0.400000	1.919686	0.000643	0.140687
0.059700	0.300000	1.819509	0.000627	0.143129
0.059800	0.200000	1.719310	0.000611	0.145510
0.059900	0.100000	1.619090	0.000596	0.147831
0.060000	-0.000000	1.518851	0.000580	0.150091
0.060100	-0.100000	1.418593	0.000564	0.152291
0.060200	-0.200000	1.318319	0.000548	0.154430
0.060300	-0.300000	1.218029	0.000533	0.156509
0.060400	-0.400000	1.117724	0.000517	0.158526
0.060500	-0.500000	1.017405	0.000501	0.160483
0.060600	-0.600000	0.917072	0.000485	0.162379
0.060700	-0.700000	0.816728	0.000469	0.164215
0.060800	-0.800000	0.716372	0.000453	0.165989
0.060900	-0.900000	0.616005	0.000437	0.167702
0.061000	-1.000000	0.515627	0.000422	0.169354
0.061100	-1.100000	0.415241	0.000406	0.170945
0.061200	-1.200000	0.314845	0.000390	0.172475
0.061300	-1.300000	0.214441	0.000374	0.173943
0.061400	-1.400000	0.114029	0.000358	0.175351
0.061500	-1.500000	0.013610	0.000342	0.176697
0.061600	-1.600000	-0.086816	0.000326	0.177982
0.061700	-1.700000	-0.187248	0.000310	0.179205
0.061800	-1.800000	-0.287687	0.000294	0.180368
0.061900	-1.900000	-0.388131	0.000278	0.181469
0.062000	-2.000000	-0.488581	0.000262	0.182508
0.062100	-2.100000	-0.589035	0.000246	0.183486
0.062200	-2.200000	-0.689494	0.000230	0.184403
0.062300	-2.300000	-0.789958	0.000214	0.185259
0.062400	-2.400000	-0.890425	0.000199	0.186053
0.062500	-2.500000	-0.990897	0.000183	0.186786
0.062600	-2.600000	-1.091372	0.000167	0.187457
0.062700	-2.700000	-1.191850	0.000151	0.188067
0.062800	-2.800000	-1.292331	0.000135	0.188616
0.062900	-2.900000	-1.392816	0.000119	0.189103
0.063000	-3.000000	-1.493303	0.000103	0.189530
0.063100	-3.100000	-1.593792	0.000087	0.189894
0.063200	-3.200000	-1.694284	0.000071	0.190198
0.063300	-3.300000	-1.794778	0.000055	0.190440
0.063400	-3.400000	-1.895274	0.000039	0.190621
0.063500	-3.500000	-1.995772	0.000023	0.190741
0.063600	-3.600000	-2.096271	0.000007	0.190800
0.063700	-3.700000	-2.196773	-0.000009	0.190798
0.063800	-3.800000	-2.297275	-0.000024	0.190734
0.063900	-3.900000	-2.397779	-0.000040	0.190610
0.064000	-4.000000	-2.498285	-0.000056	0.190424
0.064100	-4.100000	-2.598791	-0.000072	0.190178
0.064200	-4.200000	-2.699299	-0.000088	0.189871
0.064300	-4.300000	-2.799807	-0.000104	0.189502
0.064400	-4.400000	-2.900316	-0.000119	0.189074
0.064500	-4.500000	-3.000826	-0.000135	0.188584
0.064600	-4.600000	-3.101337	-0.000151	0.188034
0.064700	-4.700000	-3.201848	-0.000167	0.187423
0.064800	-4.800000	-3.302360	-0.000182	0.186752
0.064900	-4.900000	-3.402872	-0.000198	0.186020
0.065000	-5.000000	-3.503385	-0.000214	0.185228
0.065100	-5.100000	-3.603898	-0.000229	0.184375
0.065200	-5.200000	-3.704411	-0.000245	0.183462
0.065300	-5.300000	-3.804924	-0.000261	0.182490
0.065400	-5.400000	-3.905438	-0.000276	0.181457
0.065500	-5.500000	-4.005951	-0.000292	0.180364
0.065600	-5.600000	-4.106465	-0.000307	0.179211
0.065700	-5.700000	-4.206978	-0.000323	0.177999
0.065800	-5.800000	-4.307492	-0.000339	0.176726
0.065900	-5.900000	-4.408005	-0.000354	0.175395
0.066000	-6.000000	-4.508518	-0.000369	0.174003
0.066100	-6.100000	-4.609031	-0.000385	0.172553
0.066200	-6.200000	-4.709543	-0.000400	0.171043
0.066300	-6.300000	-4.810055	-0.000416	0.169474
0.066400	-6.400000	-4.910567	-0.000431	0.167846
0.066500	-6.500000	-5.011079	-0.000446	0.166159
0.066600	-6.600000	-5.111590	-0.000462	0.164413
0.066700	-6.700000	-5.212100	-0.000477	0.162608
0.066800	-6.800000	-5.312611	-0.000492	0.160745
0.066900	-6.900000	-5.413120	-0.000507	0.158823
0.067000	-7.000000	-5.513629	-0.000522	0.156844
0.067100	-7.100000	-5.614137	-0.000537	0.154805
0.067200	-7.200000	-5.714645	-0.000553	0.152709
0.067300	-7.300000	-5.815152	-0.000568	0.150555
0.067400	-7.400000	-5.915658	-0.000583	0.148343
0.067500	-7.500000	-6.016163	-0.000598	0.146074
0.067600	-7.600000	-6.116668	-0.000612	0.143747
0.067700	-7.700000	-6.217172	-0.000627	0.141362
0.067800	-7.800000	-6.317675	-0.000642	0.138921
0.067900	-7.900000	-6.418177	-0.000657	0.136422
0.068000	-8.000000	-6.518678	-0.000672	0.133866
0.068100	-8.100000	-6.619179	-0.000687	0.131254
0.068200	-8.200000	-6.719678	-0.000701	0.128585
0.068300	-8.300000	-6.820177	-0.000716	0.125860
0.068400	-8.400000	-6.920674	-0.000731	0.123078
0.068500	-8.500000	-7.021170	-0.000745	0.120241
0.068600	-8.600000	-7.121665	-0.000760	0.117347
0.068700	-8.700000	-7.222160	-0.000774	0.114398
0.068800	-8.800000	-7.322653	-0.000788	0.111393
0.068900	-8.900000	-7.423145	-0.000803	0.108333
0.069000	-9.000000	-7.523635	-0.000817	0.105217
0.069100	-9.100000	-7.624125	-0.000831	0.102047
0.069200	-9.200000	-7.724613	-0.000846	0.098821
0.069300	-9.300000	-7.825100	-0.000860	0.095541
0.069400	-9.400000	-7.925586	-0.000874	0.092206
0.069500	-9.500000	-8.026070	-0.000888	0.088818
0.069600	-9.600000	-8.126554	-0.000902	0.085375
0.069700	-9.700000	-8.227036	-0.000916	0.081878
0.069800	-9.800000	-8.327516	-0.000930	0.078327
0.069900	-9.900000	-8.427995	-0.000944	0.074723
0.070000	-10.000000	-8.528473	-0.000958	0.071066
0.070100	-9.900000	-8.622413	-0.000971	0.067356
0.070200	-9.800000	-8.703838	-0.000982	0.063601
0.070300	-9.700000	-8.773554	-0.000991	0.059806
0.070400	-9.600000	-8.832315	-0.000999	0.055977
0.070500	-9.500000	-8.880826	-0.001006	0.052120
0.070600	-9.400000	-8.919747	-0.001011	0.048241
0.070700	-9.300000	-8.949695	-0.001015	0.044344
0.070800	-9.200000	-8.971247	-0.001018	0.040434
0.070900	-9.100000	-8.984944	-0.001019	0.036516
0.071000	-9.000000	-8.991292	-0.001020	0.032594
0.071100	-8.900000	-8.990763	-0.001020	0.028671
0.071200	-8.800000	-8.983801	-0.001018	0.024752
0.071300	-8.700000	-8.970820	-0.001016	0.020839
0.071400	-8.600000	-8.952206	-0.001013	0.016936
0.071500	-8.500000	-8.928322	-0.001010	0.013046
0.071600	-8.400000	-8.899509	-0.001005	0.009171
0.071700	-8.300000	-8.866082	-0.001000	0.005315
0.071800	-8.200000	-8.828338	-0.000994	0.001480
0.071900	-8.100000	-8.786557	-0.000988	-0.002332
0.072000	-8.000000	-8.740997	-0.000981	-0.006119
0.072100	-7.900000	-8.691901	-0.000974	-0.009879
0.072200	-7.800000	-8.639498	-0.000966	-0.013609
0.072300	-7.700000	-8.584000	-0.000958	-0.017308
0.072400	-7.600000	-8.525606	-0.000949	-0.020974
0.072500	-7.500000	-8.464503	-0.000940	-0.024605
0.072600	-7.400000	-8.400864	-0.000930	-0.028201
0.072700	-7.300000	-8.334854	-0.000920	-0.031759
0.072800	-7.200000	-8.266624	-0.000910	-0.035279
0.072900	-7.100000	-8.196318	-0.000899	-0.038759
0.073000	-7.000000	-8.124069	-0.000889	-0.042197
0.073100	-6.900000	-8.050003	-0.000877	-0.045593
0.073200	-6.800000	-7.974235	-0.000866	-0.048946
0.073300	-6.700000	-7.896876	-0.000854	-0.052255
0.073400	-6.600000	-7.818028	-0.000843	-0.055518
0.073500	-6.500000	-7.737787	-0.000830	-0.058735
0.073600	-6.400000	-7.656242	-0.000818	-0.061906
0.073700	-6.300000	-7.573477	-0.000806	-0.065028
0.073800	-6.200000	-7.489571	-0.000793	-0.068103
0.073900	-6.100000	-7.404597	-0.000780	-0.071128
0.074000	-6.000000	-7.318624	-0.000767	-0.074103
0.074100	-5.900000	-7.231716	-0.000754	-0.077029
0.074200	-5.800000	-7.143933	-0.000741	-0.079903
0.074300	-5.700000	-7.055331	-0.000727	-0.082726
0.074400	-5.600000	-6.965964	-0.000714	-0.085497
0.074500	-5.500000	-6.875880	-0.000700	-0.088215
0.074600	-5.400000	-6.785126	-0.000686	-0.090881
0.074700	-5.300000	-6.693744	-0.000672	-0.093493
0.074800	-5.200000	-6.601775	-0.000658	-0.096051
0.074900	-5.100000	-6.509257	-0.000644	-0.098556
0.075000	-5.000000	-6.416225	-0.000630	-0.101006
0.075100	-4.900000	-6.322712	-0.000616	-0.103401
0.075200	-4.800000	-6.228749	-0.000601	-0.105741
0.075300	-4.700000	-6.134365	-0.000587	-0.108026
0.075400	-4.600000	-6.039587	-0.000572	-0.110255
0.075500	-4.500000	-5.944440	-0.000558	-0.112428
0.075600	-4.400000	-5.848948	-0.000543	-0.114545
0.075700	-4.300000	-5.753133	-0.000528	-0.116605
0.075800	-4.200000	-5.657017	-0.000514	-0.118609
0.075900	-4.100000	-5.560617	-0.000499	-0.120556
0.076000	-4.000000	-5.463954	-0.000484	-0.122446
0.076100	-3.900000	-5.367042	-0.000469	-0.124279
0.076200	-3.800000	-5.269900	-0.000454	-0.126054
0.076300	-3.700000	-5.172540	-0.000439	-0.127772
0.076400	-3.600000	-5.074978	-0.000424	-0.129432
0.076500	-3.500000	-4.977226	-0.000409	-0.131034
0.076600	-3.400000	-4.879296	-0.000394	-0.132578
0.076700	-3.300000	-4.781201	-0.000379	-0.134064
0.076800	-3.200000	-4.682950	-0.000364	-0.135492
0.076900	-3.100000	-4.584553	-0.000348	-0.136862
0.077000	-3.000000	-4.486020	-0.000333	-0.138173
0.077100	-2.900000	-4.387360	-0.000318	-0.139425
0.077200	-2.800000	-4.288581	-0.000303	-0.140619
0.077300	-2.700000	-4.189691	-0.000288	-0.141755
0.077400	-2.600000	-4.090696	-0.000272	-0.142831
0.077500	-2.500000	-3.991603	-0.000257	-0.143849
0.077600	-2.400000	-3.892419	-0.000242	-0.144808
0.077700	-2.300000	-3.793150	-0.000226	-0.145708
0.077800	-2.200000	-3.693801	-0.000211	-0.146549
0.077900	-2.100000	-3.594377	-0.000196	-0.147331
0.078000	-2.000000	-3.494882	-0.000180	-0.148054
0.078100	-1.900000	-3.395323	-0.000165	-0.148718
0.078200	-1.800000	-3.295702	-0.000150	-0.149323
0.078300	-1.700000	-3.196024	-0.000134	-0.149868
0.078400	-1.600000	-3.096292	-0.000119	-0.150355
0.078500	-1.500000	-2.996510	-0.000103	-0.150782
0.078600	-1.400000	-2.896681	-0.000088	-0.151151
0.078700	-1.300000	-2.796809	-0.000073	-0.151460
0.078800	-1.200000	-2.696895	-0.000057	-0.151710
0.078900	-1.100000	-2.596943	-0.000042	-0.151901
0.079000	-1.000000	-2.496955	-0.000027	-0.152033
0.079100	-0.900000	-2.396933	-0.000011	-0.152105
0.079200	-0.800000	-2.296880	0.000004	-0.152119
0.079300	-0.700000	-2.196798	0.000020	-0.152073
0.079400	-0.600000	-2.096688	0.000035	-0.151969
0.079500	-0.500000	-1.996553	0.000050	-0.151805
0.079600	-0.400000	-1.896393	0.000066	-0.151583
0.079700	-0.300000	-1.796212	0.000081	-0.151301
0.079800	-0.200000	-1.696009	0.000096	-0.150961
0.079900	-0.100000	-1.595787	0.000111	-0.150562
0.080000	0.000000	-1.495546	0.000127	-0.150104
0.080100	0.100000	-1.395289	0.000142	-0.149587
0.080200	0.200000	-1.295015	0.000157	-0.149011
0.080300	0.300000	-1.194727	0.000172	-0.148377
0.080400	0.400000	-1.094425	0.000188	-0.147685
0.080500	0.500000	-0.994110	0.000203	-0.146933
0.080600	0.600000	-0.893783	0.000218	-0.146124
0.080700	0.700000	-0.793444	0.000233	-0.145256
0.080800	0.800000	-0.693095	0.000248	-0.144329
0.080900	0.900000	-0.592737	0.000264	-0.143345
0.081000	1.000000	-0.492369	0.000279	-0.142302
0.081100	1.100000	-0.391993	0.000294	-0.141201
0.081200	1.200000	-0.291609	0.000309	-0.140043
0.081300	1.300000	-0.191218	0.000324	-0.138826
0.081400	1.400000	-0.090820	0.000339	-0.137551
0.081500	1.500000	0.009585	0.000354	-0.136219
0.081600	1.600000	0.109995	0.000369	-0.134829
0.081700	1.700000	0.210410	0.000384	-0.133382
0.081800	1.800000	0.310831	0.000399	-0.131877
0.081900	1.900000	0.411256	0.000414	-0.130315
0.082000	2.000000	0.511685	0.000428	-0.128696
0.082100	2.100000	0.612118	0.000443	-0.127020
0.082200	2.200000	0.712555	0.000458	-0.125286
0.082300	2.300000	0.812995	0.000473	-0.123496
0.082400	2.400000	0.913439	0.000488	-0.121649
0.082500	2.500000	1.013884	0.000502	-0.119746
0.082600	2.600000	1.114333	0.000517	-0.117786
0.082700	2.700000	1.214784	0.000532	-0.115769
0.082800	2.800000	1.315236	0.000546	-0.113697
0.082900	2.900000	1.415691	0.000561	-0.111568
0.083000	3.000000	1.516147	0.000575	-0.109383
0.083100	3.100000	1.616605	0.000590	-0.107143
0.083200	3.200000	1.717064	0.000604	-0.104846
0.083300	3.300000	1.817524	0.000619	-0.102495
0.083400	3.400000	1.917985	0.000633	-0.100088
0.083500	3.500000	2.018447	0.000647	-0.097625
0.083600	3.600000	2.118910	0.000662	-0.095108
0.083700	3.700000	2.219373	0.000676	-0.092535
0.083800	3.800000	2.319837	0.000690	-0.089908
0.083900	3.900000	2.420301	0.000704	-0.087226
0.084000	4.000000	2.520765	0.000719	-0.084489
0.084100	4.100000	2.621230	0.000733	-0.081699
0.084200	4.200000	2.721694	0.000747	-0.078854
0.084300	4.300000	2.822158	0.000761	-0.075955
0.084400	4.400000	2.922623	0.000775	-0.073002
0.084500	4.500000	3.023086	0.000789	-0.069996
0.084600	4.600000	3.123550	0.000802	-0.066936
0.084700	4.700000	3.224013	0.000816	-0.063823
0.084800	4.800000	3.324476	0.000830	-0.060657
0.084900	4.900000	3.424938	0.000844	-0.057438
0.085000	5.000000	3.525399	0.000858	-0.054166
0.085100	5.100000	3.625860	0.000871	-0.050841
0.085200	5.200000	3.726320	0.000885	-0.047465
0.085300	5.300000	3.826780	0.000898	-0.044036
0.085400	5.400000	3.927238	0.000912	-0.040555
0.085500	5.500000	4.027695	0.000925	-0.037022
0.085600	5.600000	4.128152	0.000939	-0.033438
0.085700	5.700000	4.228607	0.000952	-0.029802
0.085800	5.800000	4.329062	0.000965	-0.026115
0.085900	5.900000	4.429515	0.000978	-0.022377
0.086000	6.000000	4.529967	0.000992	-0.018589
0.086100	6.100000	4.630419	0.001005	-0.014749
0.086200	6.200000	4.730868	0.001018	-0.010860
0.086300	6.300000	4.831317	0.001031	-0.006920
0.086400	6.400000	4.931764	0.001044	-0.002931
0.086500	6.500000	5.032210	0.001057	0.001109
0.086600	6.600000	5.132654	0.001069	0.005198
0.086700	6.700000	5.233097	0.001082	0.009336
0.086800	6.800000	5.333539	0.001095	0.013523
0.086900	6.900000	5.433979	0.001108	0.017759
0.087000	7.000000	5.534418	0.001120	0.022043
0.087100	7.100000	5.634855	0.001133	0.026376
0.087200	7.200000	5.735290	0.001145	0.030757
0.087300	7.300000	5.835724	0.001158	0.035185
0.087400	7.400000	5.936157	0.001170	0.039662
0.087500	7.500000	6.036587	0.001182	0.044186
0.087600	7.600000	6.137016	0.001195	0.048757
0.087700	7.700000	6.237443	0.001207	0.053375
0.087800	7.800000	6.337869	0.001219	0.058039
0.087900	7.900000	6.438293	0.001231	0.062750
0.088000	8.000000	6.538715	0.001243	0.067507
0.088100	8.100000	6.639135	0.001255	0.072310
0.088200	8.200000	6.739553	0.001267	0.077159
0.088300	8.300000	6.839970	0.001278	0.082053
0.088400	8.400000	6.940384	0.001290	0.086992
0.088500	8.500000	7.040797	0.001302	0.091976
0.088600	8.600000	7.141207	0.001313	0.097005
0.088700	8.700000	7.241616	0.001325	0.102078
0.088800	8.800000	7.342023	0.001336	0.107196
0.088900	8.900000	7.442428	0.001348	0.112357
0.089000	9.000000	7.542831	0.001359	0.117561
0.089100	9.100000	7.643232	0.001370	0.122809
0.089200	9.200000	7.743630	0.001381	0.128100
0.089300	9.300000	7.844027	0.001392	0.133434
0.089400	9.400000	7.944422	0.001403	0.138810
0.089500	9.500000	8.044814	0.001414	0.144228
0.089600	9.600000	8.145204	0.001425	0.149689
0.089700	9.700000	8.245593	0.001436	0.155190
0.089800	9.800000	8.345979	0.001447	0.160734
0.089900	9.900000	8.446362	0.001457	0.166318
0.090000	10.000000	8.546744	0.001468	0.171943
0.090100	9.900000	8.640587	0.001477	0.177607
0.090200	9.800000	8.721915	0.001485	0.183305
0.090300	9.700000	8.791533	0.001491	0.189030
0.090400	9.600000	8.850195	0.001496	0.194776
0.090500	9.500000	8.898606	0.001499	0.200536
0.090600	9.400000	8.937426	0.001501	0.206306
0.090700	9.300000	8.967272	0.001502	0.212081
0.090800	9.200000	8.988722	0.001501	0.217855
0.090900	9.100000	9.002316	0.001499	0.223624
0.091000	9.000000	9.008560	0.001496	0.229384
0.091100	8.900000	9.007928	0.001492	0.235132
0.091200	8.800000	9.000860	0.001487	0.240862
0.091300	8.700000	8.987773	0.001482	0.246573
0.091400	8.600000	8.969052	0.001475	0.252259
0.091500	8.500000	8.945062	0.001468	0.257920
0.091600	8.400000	8.916140	0.001460	0.263551
0.091700	8.300000	8.882604	0.001451	0.269149
0.091800	8.200000	8.844751	0.001442	0.274713
0.091900	8.100000	8.802860	0.001432	0.280240
0.092000	8.000000	8.757189	0.001421	0.285727
0.092100	7.900000	8.707982	0.001410	0.291173
0.092200	7.800000	8.655467	0.001399	0.296575
0.092300	7.700000	8.599856	0.001387	0.301932
0.092400	7.600000	8.541348	0.001374	0.307242
0.092500	7.500000	8.480131	0.001361	0.312503
0.092600	7.400000	8.416378	0.001348	0.317713
0.092700	7.300000	8.350252	0.001334	0.322871
0.092800	7.200000	8.281906	0.001320	0.327977
0.092900	7.100000	8.211484	0.001306	0.333027
0.093000	7.000000	8.139117	0.001291	0.338022
0.093100	6.900000	8.064933	0.001276	0.342959
0.093200	6.800000	7.989047	0.001261	0.347838
0.093300	6.700000	7.911568	0.001245	0.352659
0.093400	6.600000	7.832600	0.001230	0.357418
0.093500	6.500000	7.752239	0.001214	0.362117
0.093600	6.400000	7.670573	0.001197	0.366754
0.093700	6.300000	7.587686	0.001181	0.371328
0.093800	6.200000	7.503658	0.001164	0.375838
0.093900	6.100000	7.418561	0.001148	0.380284
0.094000	6.000000	7.332465	0.001131	0.384665
0.094100	5.900000	7.245433	0.001113	0.388981
0.094200	5.800000	7.157526	0.001096	0.393230
0.094300	5.700000	7.068800	0.001079	0.397412
0.094400	5.600000	6.979307	0.001061	0.401526
0.094500	5.500000	6.889097	0.001043	0.405573
0.094600	5.400000	6.798216	0.001025	0.409551
0.094700	5.300000	6.706707	0.001007	0.413459
0.094800	5.200000	6.614611	0.000989	0.417299
0.094900	5.100000	6.521965	0.000971	0.421068
0.095000	5.000000	6.428804	0.000953	0.424768
0.095100	4.900000	6.335162	0.000934	0.428396
0.095200	4.800000	6.241069	0.000916	0.431954
0.095300	4.700000	6.146555	0.000897	0.435440
0.095400	4.600000	6.051646	0.000878	0.438855
0.095500	4.500000	5.956368	0.000860	0.442197
0.095600	4.400000	5.860745	0.000841	0.445467
0.095700	4.300000	5.764798	0.000822	0.448665
0.095800	4.200000	5.668549	0.000803	0.451790
0.095900	4.100000	5.572017	0.000784	0.454841
0.096000	4.000000	5.475220	0.000765	0.457819
0.096100	3.900000	5.378175	0.000746	0.460724
0.096200	3.800000	5.280898	0.000726	0.463555
0.096300	3.700000	5.183404	0.000707	0.466312
0.096400	3.600000	5.085706	0.000688	0.468995
0.096500	3.500000	4.987819	0.000669	0.471603
0.096600	3.400000	4.889753	0.000649	0.474138
0.096700	3.300000	4.791521	0.000630	0.476597
0.096800	3.200000	4.693134	0.000610	0.478981
0.096900	3.100000	4.594600	0.000591	0.481291
0.097000	3.000000	4.495930	0.000571	0.483526
0.097100	2.900000	4.397132	0.000552	0.485685
0.097200	2.800000	4.298215	0.000532	0.487769
0.097300	2.700000	4.199186	0.000512	0.489778
0.097400	2.600000	4.100052	0.000493	0.491711
0.097500	2.500000	4.000821	0.000473	0.493568
0.097600	2.400000	3.901497	0.000453	0.495350
0.097700	2.300000	3.802088	0.000434	0.497056
0.097800	2.200000	3.702598	0.000414	0.498686
0.097900	2.100000	3.603034	0.000394	0.500240
0.098000	2.000000	3.503399	0.000374	0.501719
0.098100	1.900000	3.403698	0.000355	0.503121
0.098200	1.800000	3.303936	0.000335	0.504447
0.098300	1.700000	3.204116	0.000315	0.505697
0.098400	1.600000	3.104242	0.000295	0.506871
0.098500	1.500000	3.004318	0.000276	0.507969
0.098600	1.400000	2.904347	0.000256	0.508991
0.098700	1.300000	2.804331	0.000236	0.509936
0.098800	1.200000	2.704275	0.000216	0.510805
0.098900	1.100000	2.604179	0.000196	0.511598
0.099000	1.000000	2.504048	0.000176	0.512314
0.099100	0.900000	2.403882	0.000157	0.512955
0.099200	0.800000	2.303685	0.000137	0.513519
0.099300	0.700000	2.203459	0.000117	0.514006
0.099400	0.600000	2.103205	0.000097	0.514418
0.099500	0.500000	2.002925	0.000077	0.514753
0.099600	0.400000	1.902620	0.000057	0.515013
0.099700	0.300000	1.802294	0.000038	0.515196
0.099800	0.200000	1.701946	0.000018	0.515302
0.099900	0.100000	1.601578	-0.000002	0.515333
0.100000	-0.000000	1.501192	-0.000022	0.515288
0.100100	-0.100000	1.400789	-0.000041	0.515167
0.100200	-0.200000	1.300369	-0.000061	0.514969
0.100300	-0.300000	1.199935	-0.000081	0.514696
0.100400	-0.400000	1.099487	-0.000101	0.514347
0.100500	-0.500000	0.999025	-0.000120	0.513922
0.100600	-0.600000	0.898552	-0.000140	0.513421
0.100700	-0.700000	0.798067	-0.000160	0.512845
0.100800	-0.800000	0.697571	-0.000179	0.512193
0.100900	-0.900000	0.597066	-0.000199	0.511466
0.101000	-1.000000	0.496551	-0.000219	0.510663
0.101100	-1.100000	0.396028	-0.000238	0.509785
0.101200	-1.200000	0.295497	-0.000258	0.508831
0.101300	-1.300000	0.194959	-0.000277	0.507802
0.101400	-1.400000	0.094413	-0.000297	0.506698
0.101500	-1.500000	-0.006138	-0.000316	0.505520
0.101600	-1.600000	-0.106696	-0.000336	0.504266
0.101700	-1.700000	-0.207259	-0.000355	0.502937
0.101800	-1.800000	-0.307827	-0.000375	0.501534
0.101900	-1.900000	-0.408399	-0.000394	0.500056
0.102000	-2.000000	-0.508976	-0.000413	0.498504
0.102100	-2.100000	-0.609557	-0.000433	0.496877
0.102200	-2.200000	-0.710142	-0.000452	0.495177
0.102300	-2.300000	-0.810729	-0.000471	0.493402
0.102400	-2.400000	-0.911320	-0.000490	0.491553
0.102500	-2.500000	-1.011914	-0.000509	0.489630
0.102600	-2.600000	-1.112510	-0.000529	0.487634
0.102700	-2.700000	-1.213108	-0.000548	0.485564
0.102800	-2.800000	-1.313709	-0.000567	0.483420
0.102900	-2.900000	-1.414311	-0.000586	0.481204
0.103000	-3.000000	-1.514915	-0.000605	0.478914
0.103100	-3.100000	-1.615520	-0.000624	0.476551
0.103200	-3.200000	-1.716126	-0.000643	0.474116
0.103300	-3.300000	-1.816734	-0.000662	0.471608
0.103400	-3.400000	-1.917343	-0.000680	0.469027
0.103500	-3.500000	-2.017952	-0.000699	0.466374
0.103600	-3.600000	-2.118562	-0.000718	0.463649
0.103700	-3.700000	-2.219172	-0.000737	0.460852
0.103800	-3.800000	-2.319783	-0.000755	0.457983
0.103900	-3.900000	-2.420394	-0.000774	0.455043
0.104000	-4.000000	-2.521005	-0.000792	0.452031
0.104100	-4.100000	-2.621616	-0.000811	0.448948
0.104200	-4.200000	-2.722227	-0.000829	0.445794
0.104300	-4.300000	-2.822838	-0.000848	0.442569
